emp_no,first_name,last_name,from_date,title,salary
77391,JiYoung,Polupanov,1986-02-23,Technique Leader,48200
77394,Mary,Wielonsky,1994-10-14,Senior Engineer,68961
77406,Surveyors,Choobineh,1986-11-25,Senior Engineer,43114
77414,Kwun,Lienhardt,2001-05-29,Senior Engineer,40801
77420,Jiakeng,Masand,1994-12-20,Senior Engineer,50676
77431,Malu,Neiman,1986-04-18,Assistant Engineer,40000
77438,Dekang,Engberts,1992-04-23,Senior Engineer,40000
77441,Sachio,Luca,1994-09-21,Senior Engineer,43655
77455,Atilio,Coullard,1994-03-30,Senior Engineer,52327
77458,Subhankar,Cannard,1996-12-14,Senior Engineer,50600
77460,Kiam,Usdin,1993-10-27,Senior Engineer,40000
77466,Takahiro,Matzel,1993-11-28,Senior Engineer,45764
77469,Constantino,Lanzelotte,1987-10-15,Senior Staff,49891
77475,Chinho,Ouhyoung,1988-12-26,Senior Engineer,49416
77481,Kitty,Picel,1994-10-31,Senior Staff,45427
77500,Takahira,Iwayama,1996-07-06,Senior Staff,64493
77527,Adit,McFarlan,1990-03-02,Senior Staff,40000
77531,Padma,Czaja,1998-08-11,Engineer,40000
77535,Yonghong,Codenie,1992-05-23,Senior Staff,45922
77538,Masadi,Remmers,1995-03-09,Senior Engineer,40000
77540,Tse,Werthner,1986-12-22,Senior Engineer,44796
77541,Hideo,Furudate,1994-01-30,Senior Engineer,67940
77543,Constantino,Cannard,1995-10-01,Engineer,54744
77545,Gopalakrishnan,Paciorek,1994-11-09,Senior Engineer,68534
77551,Lansing,Ossenbruggen,1988-05-28,Senior Staff,77484
77554,Troy,Iisaka,1993-06-13,Senior Engineer,40000
77558,Ranga,Welham,1996-08-08,Senior Engineer,58779
77562,Gianluca,Openshaw,1985-12-14,Senior Engineer,40000
77568,Erzsebet,Peck,2001-05-20,Senior Staff,84201
77571,Odoardo,Coorg,1996-12-07,Senior Staff,40000
77573,Gro,Barriga,2000-10-01,Senior Staff,48981
77579,Shooichi,Mandelberg,1986-04-05,Senior Staff,40000
77585,Ennio,Rossi,1996-09-09,Technique Leader,40000
77599,Gudjon,Rosca,1995-04-23,Senior Staff,62534
77601,Frederique,Toyoshima,1994-05-03,Senior Staff,47218
77610,Sanjeeva,Kadhim,1993-11-29,Senior Engineer,44937
77613,Stabislas,Frijda,1997-07-28,Staff,40000
77615,Jianwen,Krupka,1999-11-04,Staff,63718
77623,Takushi,Anger,1993-08-20,Senior Engineer,40000
77641,Berni,Nishimukai,1993-04-06,Senior Staff,79829
77644,Ziva,Swen,1985-07-25,Senior Engineer,61928
77650,Idoia,Bennis,1993-10-04,Senior Engineer,53035
77653,Geraldo,Chartres,1998-06-12,Engineer,58087
77659,Owen,Sridhar,1992-12-31,Senior Staff,40000
77663,Taiji,Lamma,2000-12-27,Senior Engineer,78015
77665,Paddy,Fargier,1998-07-10,Engineer,60654
77675,Mohua,Domenig,2000-03-19,Senior Staff,40000
77689,Abdelkader,Swan,1992-11-15,Senior Staff,65233
77690,Nahum,Thorensen,1996-08-10,Senior Staff,72578
77691,Christoper,Showalter,1997-01-08,Staff,60886
77701,Marie,Kalorkoti,1986-10-10,Staff,62006
77702,Barna,Jiang,1993-11-22,Senior Staff,44828
77712,Hercules,Casley,1997-07-29,Senior Staff,40000
77722,Bodo,Denti,1992-03-11,Senior Staff,40000
77739,Dulce,Krzyzanowski,1986-05-09,Senior Engineer,42359
77741,Claude,Felcyn,1991-10-09,Senior Staff,41107
77743,Fen,Pollacia,1996-03-05,Senior Staff,40000
77746,Yuqun,Lanzelotte,2001-11-02,Senior Staff,40000
77749,Mayumi,Bharadwaj,1997-02-01,Senior Engineer,48370
77758,Manohar,Pelz,1992-04-03,Senior Engineer,40000
77763,Mahmut,Mitchem,1993-08-18,Senior Staff,40000
77768,Tokuyasu,Picel,1996-12-21,Senior Engineer,40000
77770,Gen,Przulj,2001-01-03,Senior Engineer,40000
77775,Hsiangchu,Varley,1987-01-19,Staff,58412
77786,Munehiro,Vieth,1990-11-08,Staff,86004
77803,Armond,Schwartzburd,1994-03-05,Senior Staff,61977
77804,Yonghong,Marzano,1986-11-27,Senior Engineer,47515
77814,Ferdinand,Otillio,1988-12-12,Senior Engineer,44370
77828,Nikolaos,Cannane,1988-06-01,Senior Staff,65298
77829,Flemming,Parfitt,1999-12-02,Staff,40000
77838,Shuzo,Piazza,1996-07-12,Senior Engineer,52927
77847,Aron,Haumacher,1990-06-21,Senior Engineer,48607
77852,Niranjan,Parascandalo,1994-09-29,Senior Staff,40000
77856,Basil,Crelier,1997-07-13,Staff,40000
77861,Toshimo,Kleiser,1991-10-19,Senior Engineer,58603
77869,Masamitsu,Swick,1999-02-27,Senior Engineer,40000
77884,Danel,Pollacia,1991-01-23,Senior Engineer,40000
77893,Kien,Wegerle,1991-05-17,Senior Engineer,40000
77898,Yuchang,Christianini,1995-10-29,Senior Engineer,62620
77906,Zhensheng,Serre,1988-01-11,Engineer,61618
77908,Frederique,Shimshoni,1995-03-08,Senior Engineer,40000
77915,Shimshon,Schnelling,1993-08-28,Senior Staff,80201
77923,Kasidit,Schrooten,1985-10-16,Senior Staff,62977
77926,Herbert,Thibadeau,1999-10-05,Senior Engineer,40000
77927,Martien,Terlouw,1989-11-05,Engineer,40000
77936,Horward,Azevdeo,1993-12-19,Senior Engineer,44188
77942,Nalini,Georgakopoulos,1993-07-09,Senior Staff,60987
77946,Chaitali,Kawashima,1999-09-19,Senior Engineer,81798
77948,Demin,Merks,1992-08-29,Senior Staff,40000
77949,Koichi,Dusink,1996-12-21,Engineer,44249
77956,Mona,Binding,1998-05-21,Senior Staff,80906
77974,Fei,Shihab,1993-10-09,Senior Engineer,63329
77975,Chikako,Christ,1995-10-19,Senior Staff,57808
77980,Yongmin,Sidje,1993-10-16,Senior Staff,70657
77987,Lucian,Daescu,1996-03-06,Senior Engineer,40000
77988,Tze,Gyimothy,1995-11-25,Senior Engineer,40000
77990,Vincent,Carrere,1995-05-28,Senior Engineer,56555
78006,Palash,Rosca,1999-11-11,Technique Leader,42012
78014,Gay,Ressouche,1992-03-06,Senior Engineer,40000
78038,Dmitry,Sooriamurthi,1996-04-11,Senior Staff,56619
78039,Genki,Heemskerk,1985-03-13,Senior Staff,90551
78043,Constantijn,Ozeri,1991-10-20,Senior Engineer,42770
78048,Jaewoo,Jumpertz,1993-05-28,Senior Staff,73938
78074,Masaki,Geffroy,1994-01-23,Staff,52627
78082,Dung,Fontan,1986-01-21,Senior Engineer,67886
78085,Bingning,Gargeya,1998-11-11,Senior Engineer,40000
78102,Kristinn,Welham,1997-12-15,Senior Staff,40000
78105,Rosalie,Petereit,1987-02-09,Engineer,40000
78111,Teunis,Ushiama,1995-07-31,Senior Staff,74871
78114,Zeljko,Mellouli,1992-02-12,Senior Staff,83347
78116,Tokuyasu,Beerel,1992-03-22,Senior Staff,62386
78141,Conrado,Sankaranarayanan,1992-05-18,Staff,40781
78152,Zhongwei,Spelt,2001-10-05,Senior Staff,72750
78153,Kwan,Akiyama,2000-09-20,Senior Engineer,40000
78155,Hironoby,Alvarado,1991-10-03,Senior Engineer,46859
78168,Yinlin,Kushnir,1998-09-14,Senior Engineer,62826
78181,Ramya,Papastamatiou,1994-08-03,Engineer,41091
78185,Mamdouh,Klassen,1991-12-08,Senior Engineer,40000
78189,IEEE,Gischer,1986-10-17,Staff,40000
78195,Suvo,Hofting,2001-08-15,Senior Engineer,52848
78200,Brigham,Verhoeff,1997-08-10,Engineer,54802
78212,Zito,Ligten,1985-05-24,Senior Engineer,40000
78225,Mircea,Ishibashi,1996-06-02,Engineer,60092
78226,Yannis,Potthoff,1994-08-01,Senior Engineer,40000
78229,Tonia,Kalafatis,1994-03-16,Senior Engineer,62688
78243,Moti,Uhrik,1992-12-20,Engineer,43434
78245,Kankanahalli,Bashian,1990-08-28,Senior Engineer,40000
78251,Subbu,Conti,1999-04-16,Staff,77458
78252,Shahaf,Rosti,1996-05-05,Senior Staff,59970
78253,Jacopo,Erie,1996-11-09,Senior Engineer,40000
78268,Munehiko,Danlos,1997-10-04,Senior Staff,40000
78271,Gennady,Dayang,1994-11-30,Senior Engineer,40000
78273,Mona,Verhoeff,1993-08-07,Senior Staff,76839
78310,Aria,Chaudhury,1996-09-25,Senior Engineer,53615
78313,Branimir,Stassinopoulos,1990-04-11,Senior Staff,56279
78321,Van,Monkewich,1992-11-20,Senior Engineer,40000
78327,Tetsushi,Stranks,1996-04-28,Senior Staff,51542
78328,Berto,Gruenwald,1996-06-04,Senior Engineer,40000
78331,Guozhong,Erol,2001-04-05,Senior Staff,40000
78332,Sachio,Beausoleil,1990-12-13,Senior Engineer,40000
78333,Roselyn,Krupka,1987-11-12,Senior Engineer,40000
78347,Arne,Francisci,1993-04-29,Engineer,40000
78348,Guoxiang,Serov,1997-10-30,Senior Engineer,67392
78350,Eric,Kobara,1991-03-25,Senior Staff,53103
78353,Jongsuk,Luders,1987-12-13,Senior Engineer,43894
78373,Aimee,Schlumberger,1994-08-16,Senior Engineer,40000
78382,Christoper,Constantine,1997-09-11,Staff,45904
78385,Syozo,Hasenauer,1994-07-02,Senior Engineer,64401
78387,Chaosheng,Lunt,1996-04-28,Senior Staff,40000
78397,Sham,Kulisch,2000-01-06,Senior Engineer,40000
78402,Seongbin,Heering,1997-10-21,Senior Engineer,40000
78403,Heping,Muntz,1992-12-24,Senior Engineer,40000
78410,Sreenivas,Albarhamtoshy,1993-02-20,Senior Engineer,46478
78413,Toshimi,Jenevein,1988-01-17,Staff,65849
78419,Unal,Azadmanesh,1995-12-15,Senior Engineer,51815
78427,Zeljko,Merks,1993-11-18,Senior Engineer,59113
78429,Chinhyun,Andreotta,1988-03-31,Technique Leader,60563
78436,Arne,Schaap,1998-10-21,Senior Engineer,51421
78438,Susanne,Vuskovic,1996-08-22,Senior Staff,48784
78441,Abdulla,Beetstra,1990-11-03,Senior Engineer,40000
78443,Yongdong,Schahn,1995-12-03,Senior Engineer,80832
78444,Rafols,Peot,1986-09-03,Senior Engineer,40000
78445,Lein,Baar,1987-07-05,Senior Staff,40000
78447,Chiranjit,Bahk,1997-02-07,Staff,40000
78452,Hironoby,Walstra,1993-06-28,Senior Engineer,58095
78454,Masaki,Marciano,1985-07-03,Senior Staff,71643
78460,Guttorm,Swiss,1994-11-29,Senior Engineer,40500
78463,Zita,Kaelbling,1996-02-29,Senior Engineer,40000
78465,Demin,Cappelletti,1986-11-23,Senior Engineer,40000
78474,Youssef,Belinskaya,1994-12-12,Senior Engineer,68480
78475,Lakshmi,Renear,1987-01-07,Technique Leader,40000
78488,Toshimori,Morton,1988-09-07,Senior Engineer,40000
78493,Kaijung,Basagni,1987-11-25,Technique Leader,40000
78508,Val,Pluym,1994-08-17,Senior Staff,77818
78511,Pramod,Mitina,1999-12-25,Senior Engineer,44235
78515,Otilia,Sury,1995-07-04,Senior Staff,40000
78521,Jianwen,Onuegbe,1996-07-04,Senior Engineer,40000
78524,Zhiwei,Bahk,1996-08-11,Senior Staff,63123
78542,Atilio,Matzat,1991-12-09,Senior Engineer,49494
78548,Xiaoqiang,Boissier,1996-06-16,Engineer,45642
78551,Lobel,Cooman,1989-09-17,Technique Leader,40000
78561,Perry,Birke,1994-05-27,Senior Engineer,40000
78570,Phuoc,Harbusch,1991-07-21,Senior Staff,63275
78571,Sandeepan,Munch,1985-06-07,Senior Engineer,47577
78573,Berry,Rosiles,1996-11-13,Senior Staff,56991
78583,Rafols,Oskamp,1997-03-07,Senior Engineer,42577
78586,Valdiodio,Shokrollahi,1995-02-22,Engineer,50882
78589,Kazuhisa,Schaft,1989-06-16,Senior Staff,40000
78598,Xiaopeng,Garnier,1992-11-08,Senior Staff,40000
78618,Teiji,Peres,1996-03-19,Engineer,40000
78622,Rosita,Chepyzhov,1996-04-04,Senior Staff,40000
78629,Geoff,Muniz,1991-05-29,Senior Staff,60123
78649,Gino,Lorys,1993-06-01,Senior Staff,55424
78692,Turgut,Nollmann,1988-04-02,Senior Engineer,40000
78693,Xinan,Luce,1998-02-22,Staff,40000
78697,Troy,Stavenow,1998-03-01,Staff,84891
78703,Charlene,Parhami,1995-09-05,Senior Staff,40780
78710,Theirry,Benantar,1990-04-03,Senior Engineer,40000
78715,Heeju,Ozeri,1996-03-11,Senior Engineer,40010
78725,Yakichi,Scallan,1994-01-18,Senior Staff,87173
78738,Masadi,Jervis,2000-08-15,Senior Staff,40000
78744,Shichao,Tempesti,1986-10-21,Engineer,40000
78745,Subbu,Peris,1997-03-17,Staff,53387
78755,Emran,Christianini,1995-11-25,Staff,49686
78763,Odinaldo,Kandlur,1996-09-14,Staff,60003
78777,Goetz,Henders,1995-04-28,Senior Engineer,72195
78779,Xuejun,Warwick,1999-11-17,Senior Engineer,40000
78784,Udo,Speek,1995-05-28,Senior Engineer,40000
78789,Sadegh,Gini,1985-08-03,Staff,40000
78794,Fun,Rajaraman,1993-11-05,Senior Staff,61536
78799,Yuchang,Broder,1993-08-17,Staff,40000
78802,Vojin,Garigliano,1988-07-25,Senior Staff,43451
78814,Kasidit,Pollock,1993-04-13,Senior Engineer,58200
78819,Vojin,Compeau,1993-03-12,Senior Staff,70351
78832,Sumali,Hagimont,1999-01-23,Engineer,42913
78836,Tiina,Janocha,1987-12-08,Senior Staff,82219
78841,Aloys,Flasterstein,1991-02-13,Senior Staff,78942
78852,Kazunori,Vuskovic,1999-12-10,Senior Staff,81235
78863,Arie,Chinen,1998-07-15,Staff,79101
78866,Olivera,Rusmann,1994-10-21,Senior Staff,71947
78888,Shimshon,Lung,1992-01-30,Senior Staff,72430
78907,Georgi,Detkin,2001-08-05,Senior Engineer,40000
78908,Arne,Molenaar,1997-10-03,Staff,44814
78916,Lihong,Gire,1986-12-09,Senior Staff,40000
78932,Yannis,Marquardt,1996-10-25,Senior Staff,64135
78938,Kerhong,Krybus,1999-06-01,Senior Staff,67668
78940,Thodoros,Steenbeek,1997-05-31,Senior Engineer,40000
78963,Shigeichiro,Marzano,1997-09-12,Senior Engineer,40000
78969,Dietrich,Eterovic,1996-06-25,Senior Staff,56430
78979,Gurbir,Wolniewicz,1994-05-03,Senior Engineer,40000
78990,Toshiki,Engelmann,1994-07-04,Senior Engineer,40000
78996,Jaber,Jahnichen,1986-09-01,Staff,42697
79002,Lena,Pappas,1991-03-19,Senior Engineer,44155
79010,Marsal,Pusterhofer,1999-07-21,Engineer,42814
79026,Armond,Frijda,1993-10-01,Senior Engineer,54761
79031,Morris,Arlazarov,1988-11-12,Senior Engineer,40000
79037,Ewing,Encarnacion,1996-11-16,Senior Engineer,40000
79041,Pranav,Barvinok,1994-05-01,Staff,42636
79042,Iara,Narwekar,1986-10-24,Senior Engineer,40000
79046,Aloys,Schiper,1994-04-09,Senior Staff,61634
79049,Lijie,Besancenot,2000-03-02,Senior Staff,78298
79057,Chikako,Pelc,1994-01-14,Engineer,40000
79064,Kenroku,Coors,1998-01-09,Engineer,56720
79072,Nevio,Cochrane,1999-10-21,Senior Engineer,58070
79073,Almudena,Bhattacharjee,1995-01-28,Senior Staff,50436
79077,Shay,Melichar,1994-01-31,Staff,40000
79089,Baocai,Pusterhofer,1999-01-30,Senior Staff,46273
79090,Shigenori,Rajaraman,1991-10-09,Senior Engineer,44958
79100,Kiyotoshi,Schlegelmilch,1993-10-28,Senior Staff,71551
79110,Aiichiro,Vecchi,1998-07-28,Engineer,71332
79114,Jessie,Baranowski,1995-11-17,Engineer,70617
79116,Aiman,Salvesen,1985-10-14,Senior Staff,40000
79117,Selwyn,Coors,1985-06-14,Senior Engineer,40000
79119,Navid,Maccarone,1995-07-24,Senior Engineer,50158
79131,Tayeb,Speer,1996-04-29,Engineer,56922
79140,Huiqun,Gyorkos,1994-03-05,Senior Engineer,40000
79145,Oscar,Domenig,1992-06-26,Senior Staff,62064
79152,Barun,Rubsam,1995-07-29,Senior Staff,64249
79158,Georgi,Merro,1996-04-08,Senior Staff,40000
79177,Mooi,Herbst,1988-12-15,Technique Leader,45864
79178,Danae,Worfolk,1992-01-14,Senior Engineer,53203
79183,Mingsen,Lamba,1985-02-27,Senior Staff,40000
79192,Yucel,Marchesini,1999-11-22,Engineer,40055
79203,Gilbert,Reinhart,1989-08-18,Senior Engineer,40000
79204,Juyoung,Lund,1995-03-12,Senior Staff,57667
79210,Mansur,Antonakopoulos,1991-09-19,Senior Engineer,63966
79218,Rosita,Luce,1998-08-10,Engineer,40000
79219,Yaghout,Irland,1986-05-27,Senior Engineer,47272
79247,Yinlin,Beetstra,2000-12-07,Senior Engineer,40000
79251,Gennady,Taubenfeld,1993-05-27,Senior Staff,63154
79264,Chaosheng,Demizu,1994-12-03,Senior Engineer,46541
79265,Lokesh,Kenevan,1994-08-14,Senior Staff,40000
79267,Chinhyun,Rebaine,1993-11-12,Senior Engineer,44868
79272,Jongsuk,Rodite,1996-02-10,Staff,46136
79285,Bingning,Lieblein,1997-09-26,Engineer,49127
79290,Mohit,Perelgut,1997-08-07,Engineer,41408
79303,Toong,Strandh,1987-06-17,Engineer,46736
79320,Hausi,Ramsay,1994-04-10,Senior Engineer,72590
79323,Zhiwei,Feinberg,1989-09-05,Senior Staff,56854
79338,Boaz,Kading,1997-05-11,Engineer,40000
79348,Mari,Gire,1985-04-07,Technique Leader,40000
79367,Shir,Kandlur,2001-10-30,Engineer,56407
79369,Jianwen,Collette,1995-10-22,Staff,58015
79374,Lorien,Jarecki,1985-11-21,Engineer,51776
79376,Faiza,Kragelund,1996-11-03,Senior Staff,40000
79382,Chiranjit,Iwayama,1986-10-20,Senior Engineer,49514
79390,Bernt,Shigei,1999-08-02,Staff,57482
79391,Gritta,Garnham,1993-03-15,Senior Engineer,40000
79395,Marc,Karlin,1991-08-01,Staff,40000
79401,Zvonko,Bage,2001-07-07,Senior Staff,40000
79409,Kayoko,Pluym,1988-09-04,Senior Engineer,40000
79411,Akemi,Beidas,1998-10-24,Senior Staff,57780
79429,Koldo,Swab,1996-08-28,Engineer,50826
79432,Younwoo,Gerteisen,1996-12-31,Senior Staff,45866
79434,Claudi,Byoun,1985-08-15,Senior Engineer,54486
79442,Yannis,McClurg,2002-02-28,Senior Staff,91919
79446,Filipe,Pettis,1988-05-10,Technique Leader,47898
79449,Tonny,Stavenow,1995-06-29,Engineer,40000
79463,Mizuhito,Hennebert,1991-10-26,Senior Staff,54552
79466,Roddy,Henders,1993-11-19,Engineer,40263
79470,Sadegh,Schmittgen,2002-01-23,Senior Engineer,56510
79473,Denny,Ellozy,1985-10-24,Technique Leader,51708
79477,Teruyuki,Gronowski,1992-02-08,Senior Staff,40000
79486,Mitchel,Garigliano,2000-01-21,Senior Engineer,60434
79488,Yolla,Shumilov,1985-10-28,Senior Engineer,50039
79505,Sariel,Farrel,2001-06-24,Senior Engineer,63233
79509,Vitaly,Akiyama,1994-05-24,Senior Staff,96991
79538,Elvis,Melton,1996-09-03,Senior Staff,95563
79563,Golgen,Chleq,2000-04-24,Senior Staff,69643
79566,Fumino,Peron,2000-08-13,Senior Staff,89076
79567,Karoline,Willoner,2000-04-22,Senior Engineer,51546
79574,Mariusz,Terlouw,1996-03-18,Engineer,40000
79590,Jiakeng,Ariola,1996-08-08,Senior Staff,40635
79612,Jaewon,Monarch,1990-11-07,Senior Engineer,40000
79644,Radoslaw,Lindenbaum,1985-11-03,Technique Leader,40000
79668,Kyoichi,Eterovic,1991-02-04,Technique Leader,40000
79669,Premsyl,Meszaros,1996-07-02,Assistant Engineer,44222
79673,Jacqueline,Daescu,1999-08-23,Senior Staff,74096
79681,Demin,Panwar,1997-04-11,Senior Engineer,41548
79683,Narain,Winter,1995-03-27,Staff,56024
79684,JiYoung,Janocha,1988-12-25,Senior Staff,64447
79688,Gift,Billingsley,1991-12-23,Senior Engineer,56991
79696,Gopalakrishnan,Vadhan,2000-10-16,Senior Engineer,55778
79703,Remco,Einsfeld,1996-05-11,Senior Engineer,49181
79704,Ipke,Neiman,2001-07-01,Engineer,48603
79705,Munenori,Valiente,1987-03-15,Senior Engineer,40000
79708,Yechiam,Baak,1988-03-07,Senior Staff,43736
79714,Kiam,Avouris,1989-07-24,Staff,53878
79735,Hideo,Conti,1989-08-06,Technique Leader,40000
79748,George,Beutelspacher,1992-04-10,Senior Engineer,40000
79750,Jongsuk,Benzmuller,1995-08-29,Senior Staff,40000
79753,Fabrizio,Thorelli,1993-06-20,Staff,56733
79761,Prasadram,Encarnacion,1985-12-25,Senior Engineer,47466
79765,Gonzalo,Danecki,1992-06-03,Senior Staff,55420
79766,Fox,Swiler,1994-12-01,Engineer,40000
79772,Xiaoqiu,Gulik,1987-11-13,Senior Staff,69129
79779,Stella,Orlowska,1991-09-01,Senior Engineer,40000
79783,Thodoros,Szilard,2001-08-08,Senior Engineer,67885
79785,Moriyoshi,Roisin,1990-08-29,Assistant Engineer,40000
79789,Kotesh,Crelier,1997-04-13,Senior Engineer,40000
79794,Yaghout,Rissland,1987-08-31,Senior Staff,41327
79807,Elgin,Barriga,1997-02-01,Staff,45335
79811,Tze,Krohm,1995-02-27,Senior Staff,40000
79833,Yongdong,Homond,2000-05-17,Senior Engineer,40687
79834,Guiseppe,Wuwongse,1995-11-12,Senior Staff,68288
79839,Khue,Bolotov,1994-10-06,Senior Engineer,45102
79843,Dipayan,Dalphin,1999-10-12,Staff,73305
79855,Gudjon,Constantine,1988-04-08,Senior Engineer,45522
79858,Mansur,Marzano,1991-02-22,Senior Engineer,43004
79866,Surveyors,Imataki,1992-04-04,Engineer,40000
79876,Randy,Feinberg,1993-05-08,Senior Staff,45595
79879,Masako,Schaap,1998-10-29,Senior Staff,40000
79882,Parke,Stamatiou,1987-10-17,Engineer,40623
79900,Mong,Luck,1994-06-08,Senior Staff,40000
79906,Tomoyuki,Waterhouse,1997-07-05,Senior Staff,53526
79910,Gad,Honglei,1985-03-12,Senior Staff,77027
79911,Heather,Zaumen,1999-11-14,Senior Engineer,40000
79921,Hatim,Cochrane,1997-02-04,Senior Engineer,40000
79923,Mokhtar,Melski,1991-07-15,Assistant Engineer,63002
79926,Jiann,Cusworth,1986-08-28,Engineer,52827
79933,Bouchung,Thisen,1996-02-21,Senior Staff,40000
79935,Nahum,Ghazalie,1986-11-20,Senior Staff,71523
79958,Xinglin,Versino,2000-02-13,Senior Engineer,44663
79965,Sandeepan,Asser,1995-02-06,Senior Engineer,40000
79972,Abdelghani,Thummel,1996-06-03,Senior Staff,40000
79973,Zine,Socorro,1999-01-05,Senior Staff,58515
79978,Miquel,Pileggi,1997-08-26,Engineer,40000
79979,Yunming,Papsdorf,1991-12-29,Senior Engineer,69991
79991,Yahiko,Czap,1994-08-09,Senior Engineer,40000
79999,Chuanti,Jakobus,1995-08-21,Senior Engineer,53653
80031,Wayne,Bach,1992-05-14,Senior Engineer,60298
80032,Yurij,Isaac,1991-08-29,Senior Staff,71546
80038,Vitaly,Gewali,1986-01-24,Technique Leader,54900
80046,Zhanqiu,Yemenis,1996-10-17,Engineer,57292
80063,Arie,Hoogerwoord,1988-07-09,Staff,59926
80070,Mana,Thisen,1996-11-27,Senior Staff,61825
80072,Erzsebet,Kampfer,1997-05-15,Staff,40000
80082,Shaleah,Salverda,1986-06-25,Staff,40000
80087,Gully,Mitchem,1991-08-01,Technique Leader,72886
80089,Luisa,Birch,1985-07-01,Engineer,40000
80092,Yucel,Wilharm,1998-10-07,Senior Engineer,76550
80098,True,Kusakabe,1993-10-01,Senior Staff,53636
80104,Masami,Oehlmann,1992-07-20,Senior Engineer,40000
80128,Genta,Ushiama,1997-09-04,Senior Engineer,40000
80129,Hairong,Fargier,1997-09-06,Senior Staff,56879
80130,Jinya,Waschkowski,1985-08-19,Senior Staff,59967
80131,Gill,Schurmann,1998-10-04,Staff,40000
80132,Nidapan,Hedayat,1996-11-26,Senior Engineer,46989
80136,Gaurav,Berstel,1994-12-26,Senior Engineer,57680
80137,Kiyokazu,Vuskovic,2001-02-24,Senior Staff,51393
80144,Boutros,Dechter,1993-05-27,Senior Engineer,44917
80156,Terresa,Pleszkun,1995-10-14,Senior Engineer,40000
80159,Jiafu,Rijckaert,1998-08-22,Senior Staff,40000
80160,Nigel,Oberman,1994-01-12,Technique Leader,40000
80166,Monique,Murrill,1994-02-12,Senior Engineer,64575
80171,Kshitij,Zykh,1985-10-08,Technique Leader,40000
80183,Mats,Munke,1998-04-11,Senior Staff,66573
80184,Pintsang,Couchot,1986-01-31,Senior Staff,45100
80186,Tayeb,Huttel,1997-05-14,Senior Engineer,60850
80195,Sorina,Peral,1992-04-13,Senior Staff,40000
80198,Yefim,Anger,1985-04-02,Senior Staff,43274
80200,Yurii,Ghazalie,1998-10-29,Engineer,59857
80207,Yifei,Matzov,1992-10-05,Senior Staff,40000
80208,Elvia,Samarati,1988-04-28,Technique Leader,42186
80215,Ranga,Ranon,1988-10-28,Senior Engineer,53247
80216,Tristan,Heiserman,1992-03-09,Senior Engineer,56047
80218,Rosalyn,Masada,1987-10-05,Senior Engineer,58443
80223,Sadegh,Einsfeld,1991-02-11,Senior Engineer,45975
80224,Reinhard,Zaiane,1988-05-19,Senior Staff,54345
80225,Shridhar,Malabarba,2001-02-27,Senior Staff,50529
80227,Kerryn,Braunschweig,1995-08-06,Senior Engineer,54326
80251,Yoshinari,Kitai,1993-06-12,Senior Engineer,42153
80258,Hirochika,Hiyoshi,1995-01-11,Senior Staff,93572
80259,Haldon,Siprelle,1998-02-27,Engineer,49124
80262,Duro,Gewali,1997-04-21,Senior Engineer,50570
80263,Gilbert,Etalle,1987-04-25,Senior Engineer,54269
80268,Shietung,Vitiello,1996-10-11,Senior Engineer,44029
80270,Fen,Jonsson,1998-03-07,Senior Staff,95653
80288,Teiji,Rousseau,1994-03-19,Senior Engineer,40000
80318,Angus,Schneeberger,1996-01-26,Senior Engineer,40000
80321,Fai,Terlouw,1995-03-04,Senior Staff,83898
80332,Behnaam,Masand,2001-08-16,Senior Staff,52246
80351,Peer,Coors,1986-07-28,Staff,63108
80358,Mong,Huhdanpaa,1999-08-03,Senior Engineer,76727
80370,Honesty,Weiland,1991-11-12,Senior Engineer,50654
80372,Aleksandar,Khasidashvili,1999-06-07,Staff,87200
80375,Atreye,Peac,1991-05-06,Senior Engineer,40000
80389,Pasqua,Rosiles,1998-06-12,Engineer,40000
80429,Prodip,Suermann,1986-03-02,Senior Staff,75560
80439,Jolita,Calkin,1994-04-04,Senior Engineer,46011
80449,Dines,Kamber,1985-08-08,Engineer,40000
80451,Raimond,Undy,1993-11-12,Senior Engineer,59944
80455,Guther,Murrill,1996-09-06,Senior Engineer,55294
80456,Aemilian,Gire,1998-04-17,Senior Engineer,40000
80464,Randi,Erie,1992-09-22,Senior Engineer,40000
80466,Takahiro,Bala,1996-02-17,Staff,78991
80479,Sanjay,Kragelund,2002-01-24,Senior Staff,40000
80489,Mani,Billawala,1985-09-09,Senior Engineer,43454
80498,Arve,Pokrovskii,1996-09-27,Senior Staff,40000
80520,Lijie,Crelier,1986-05-20,Senior Engineer,47245
80536,Adel,Hebden,1992-01-09,Senior Engineer,84329
80546,Fuqing,Matzel,1994-09-02,Senior Staff,47440
80550,Candida,Cullers,1991-06-26,Senior Engineer,45292
80561,Visit,Solovay,1993-06-30,Senior Engineer,45289
80570,Martial,Zykh,1996-07-28,Senior Engineer,40000
80579,Billie,Schnabel,1988-03-19,Senior Staff,50433
80600,Yongdong,Werthner,1992-06-30,Senior Engineer,40000
80611,Pramod,Sifakis,1997-04-19,Senior Engineer,45634
80617,Prodip,Kugler,1994-11-05,Senior Engineer,42118
80620,Filipe,Gischer,1998-12-02,Senior Staff,79127
80637,Eishiro,Larfeldt,1985-08-01,Senior Staff,57520
80639,Uma,Mahnke,1993-07-20,Senior Engineer,42135
80653,Chiranjit,Kavanagh,1988-06-03,Senior Engineer,64113
